49, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
50, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
51, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
52, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
53, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
54, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
55, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
56, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
57, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
58, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
59, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
60, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
61, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
62, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
63, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
64, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
65, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
66, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
67, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
68, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
69, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
70, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
71, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
72, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
73, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
74, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
75, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
76, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
77, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
78, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
79, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
80, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
81, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
82, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
83, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
84, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
85, 0.009749566 1000 0.06399715 49.95424 0.1279943 49.34305 0.3119861 47.75341 0.831963 47.50659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
86, 0.009768645 1000 0.02332607 61.16859 0.06318706 50.06882 0.1313626 49.21118 0.277321 48.00997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
87, 0.0097878 1000 0.04340677 51.29237 0.06568129 50.19431 0.1279943 49.63759 0.293634 48.01119 0.9983556 47.65794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
88, 0.009807029 1000 0.06318706 50.38158 0.1313626 49.51471 0.277321 48.15461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
89, 0.01006848 1000 0.06570328 50.04084 0.1314066 49.63296 0.3014621 47.98817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
90, 0.0100883 1000 0.04495488 51.41775 0.06570328 50.53655 0.1314066 49.71853 0.3014621 48.26447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
91, 0.0101082 1000 0.02669196 58.14723 0.03853275 52.44179 0.06655657 50.40446 0.1348646 50.00848 0.3014621 48.22308 1.024971 47.75166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
92, 0.01012817 1000 0.04575764 51.99743 0.06743231 51.11487 0.1314066 50.32611 0.3014621 48.97406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
93, 0.01012817 1000 0.03882467 52.92591 0.04380219 52.65308 0.06570328 51.17416 0.1348646 50.63927 0.2847142 48.84327 1.024971 48.15625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
94, 0.00987698 1000 0.02625197 58.77137 0.03778693 52.74171 0.06650499 50.99384 0.1312599 50.68561 0.2771041 48.99543 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
95, 0.00987698 1000 0.03778693 52.73643 0.04414048 52.67739 0.06394711 51.61206 0.1312599 50.99409 0.2934044 49.08937 0.9975749 48.43666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
96, 0.009896576 1000 0.03866569 53.07235 0.06562993 51.0951 0.1312599 50.89179 0.2934044 49.22564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
97, 0.009896576 1000 0.02625197 58.61977 0.03807538 52.65333 0.06562993 51.4852 0.1312599 51.18214 0.2934044 48.8336 0.9975749 48.08476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
98, 0.009916252 1000 0.02611453 58.76263 0.03807538 52.39632 0.04493581 52.30293 0.1312599 50.35922 0.2771041 48.61296 1.246969 47.84723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
99, 0.01048391 1000 0.02475778 60.90311 0.03048212 55.97657 0.04056467 52.43998 0.07126226 50.71534 0.1387739 51.16135 0.3102005 48.90138 0.8789012 47.93282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
100, 0.01048391 1000 0.01387739 122.3722 0.02273021 64.63897 0.02475778 61.0549 0.02775478 57.96449 0.03402198 54.17296 0.04056467 52.29149 0.05022293 51.849 0.06675199 50.93288 0.1387739 50.31815 0.2775477 48.33385 0 0 0 0 0 0 0 0 0 0;
101, 0.01048391 1000 0.01395081 123.3812 0.02487456 60.92937 0.02790163 58.64724 0.04056467 52.34851 0.04666732 52.25092 0.06848581 50.32864 0.1425245 51.38544 0.3102005 49.04529 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
102, 0.01048391 1000 0.01395081 125.1759 0.02487456 61.25635 0.02746566 58.45024 0.03065935 55.7914 0.04056467 52.78964 0.05022293 51.79694 0.06760779 51.20315 0.1387739 50.57272 0.2929671 48.40815 0 0 0 0 0 0 0 0 0 0 0 0;
103, 0.01048391 1000 0.01156449 277.8163 0.013914 127.6284 0.02263265 64.67528 0.02487456 61.33469 0.02775478 58.12354 0.03446671 54.50087 0.04025502 52.54914 0.04794007 52.58838 0.1425245 51.89398 0.2929671 49.42706 1.318352 48.10502 0 0 0 0 0 0 0 0;
104, 0.01048391 1000 0.01158991 282.5965 0.013914 130.3058 0.02273021 65.38333 0.02499245 61.53266 0.02790163 59.00348 0.03424291 54.75935 0.0411985 52.83361 0.06760779 51.50437 0.1425245 51.08185 0.3102005 48.53619 0 0 0 0 0 0 0 0 0 0;
105, 0.01066427 1000 0.01178929 287.0381 0.01415337 132.1862 0.0254224 61.60336 0.02808443 59.20412 0.03483199 54.72636 0.04126251 53.23157 0.05157814 53.07501 0.08381447 49.41629 0.1490035 52.13251 0.298007 50.10981 1.341032 48.40682 0 0 0 0 0 0 0 0;
106, 0.01068551 1000 0.01178929 294.1348 0.01286361 186.2418 0.01407907 133.3091 0.02554346 62.90593 0.02823224 59.60229 0.02996719 58.44264 0.03483199 56.31388 0.04126251 54.03185 0.04832546 53.93311 0.07058061 52.52378 0.1411612 52.35696 0.2823224 49.48689 0 0 0 0 0 0;
107, 0.01068551 1000 0.01176343 303.6533 0.01289453 197.2422 0.01411612 133.6658 0.01490035 114.8566 0.01686832 92.31058 0.02154268 71.1885 0.02312123 67.90143 0.02554346 64.97935 0.02853259 61.49009 0.03438542 57.30024 0.04126251 55.10109 0.04705374 53.77082 0.05157814 53.88697 0.05830572 54.30509 0.1490035 53.50388;
108, 0.01068551 1000 0.01176343 313.3562 0.01286361 207.3817 0.01419081 133.2968 0.01494186 115.9466 0.01681544 97.77095 0.02137102 72.09135 0.02292362 68.62564 0.0254224 64.69942 0.02823224 61.45976 0.03192932 58.62178 0.04094753 55.75452 0.05108692 55.82653 0.07152168 53.38567 0.1449764 52.86132 0.2823224 51.15793;
109, 0.01068551 1000 0.01173769 323.3406 0.01283284 215.1674 0.01419081 138.8427 0.01498359 119.0575 0.01681544 102.7819 0.023022 67.20592 0.02554346 63.40707 0.02793816 59.65623 0.03118678 58.82009 0.04003079 55.67024 0.04705374 54.61014 0.06966398 55.43845 0.09752957 50.65884 0.1577684 53.25024 0.3576084 52.17764;
110, 0.01052181 1000 0.01150751 336.3475 0.01260608 224.7824 0.01393654 143.625 0.01467208 122.8371 0.01645466 106.7592 0.01743217 82.03007 0.01893171 80.67645 0.0226693 66.59698 0.02539398 65.85822 0.02839757 61.59299 0.03240458 58.53141 0.04094533 54.99676 0.05229651 57.04907 0.06602434 54.72224 0.1354345 53.58914;
111, 0.01052181 1000 0.01254619 232.726 0.01389986 149.5878 0.01463143 125.1426 0.01635278 107.1336 0.01748989 82.26618 0.01873031 88.80305 0.02173641 71.60272 0.02286557 69.56398 0.02515213 68.88911 0.02794681 64.5482 0.03181896 61.41884 0.04001475 57.37796 0.04936399 57.25464 0.06949931 58.47021 0.1650608 53.44374;
112, 0.01052181 1000 0.01251646 244.6971 0.01386338 162.3052 0.01455082 131.7649 0.0153545 117.55 0.01620229 110.7259 0.01743217 96.47899 0.018404 99.14854 0.01970876 84.8322 0.02121264 79.87722 0.02286557 74.79029 0.02503292 70.98428 0.0273676 66.30465 0.03088858 66.49489 0.06602434 64.19857 0.05445306 63.10486;
113, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
114, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
115, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
116, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
117, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
118, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
119, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
120, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
121, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
122, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
123, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
124, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
125, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
126, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
127, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
128, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
129, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
130, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
131, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
132, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
133, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
134, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
135, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
136, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
137, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
138, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
139, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
140, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
141, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
142, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
143, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
144, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
145, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
146, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
147, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
148, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
149, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
150, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
151, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
152, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
153, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
154, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
155, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
156, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
157, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
158, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
159, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
160, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
161, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
162, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
163, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
164, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
165, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
166, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
167, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
168, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
169, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
170, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
171, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
172, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
173, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
174, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
175, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
176, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
177, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
178, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
179, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;
